ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of Justice|Sacramento County|9/20/2023|5518.0|6907.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of Public Health|Sacramento County|9/20/2023|5518.0|6907.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of Conservation|Sacramento County|9/20/2023|5518.0|6907.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of Justice|Sacramento County|9/20/2023|5518.0|6907.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of Conservation|Sacramento County|9/20/2023|5518.0|6907.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Limited Term Fulltime|Department of State Hospitals|Sacramento County|9/20/2023|5518.0|6907.0
ASSOCIATE OPERATIONS SPECIALIST, FRANCHISE TAX BOARD|Permanent Fulltime|Franchise Tax Board|Sacramento County|9/20/2023|5518.0|6907.0
ASSOCIATE TRANSPORTATION PLANNER|Limited Term Fulltime|Department of Transportation|Sacramento County|9/20/2023|6387.0|7999.0
ASSOCIATE TRANSPORTATION PLANNER|Permanent Fulltime|Department of Transportation|Alameda County|9/20/2023|6387.0|7999.0
ATTORNEY III|Permanent Fulltime|Department of Transportation|Alameda County|9/20/2023|10536.0|13526.0
AUTOMOTIVE TECHNICIAN II|Permanent Fulltime|California Highway Patrol|Tulare County|9/20/2023|4057.0|5135.0
BUSINESS TAXES SPECIALIST I, BOARD OF EQUALIZATION|Permanent Fulltime|CA Department of Tax and Fee Administration|Sacramento County|9/20/2023|7017.0|8784.0
C. E. A.|Non-Tenured Fulltime|CA Housing Finance Agency|Sacramento County|9/20/2023|9471.0|11463.0
C. E. A.|Non-Tenured Fulltime|State Water Resources Control Board|Riverside County|9/20/2023|9471.0|16021.0
C. E. A.|Non-Tenured Fulltime|Department of Justice|Sacramento County|9/20/2023|9471.0|11463.0
CALTRANS EQUIPMENT OPERATOR II|Permanent Fulltime|Department of Transportation|Mendocino County|9/20/2023|4559.0|5500.0
CALTRANS EQUIPMENT OPERATOR II|Permanent Fulltime|Department of Transportation|San Bernardino County|9/20/2023|4559.0|5500.0
CALTRANS HEAVY EQUIPMENT MECHANIC|Permanent Fulltime|Department of Transportation|Humboldt County|9/20/2023|5236.0|6035.0
CALTRANS HIGHWAY MAINTENANCE LEADWORKER|Permanent Fulltime|Department of Transportation|Inyo County|9/20/2023|4779.0|6011.0
CALTRANS HIGHWAY MAINTENANCE LEADWORKER|Permanent Fulltime|Department of Transportation|San Bernardino County|9/20/2023|4779.0|6011.0
CALTRANS LANDSCAPE MAINTENANCE LEADWORKER|Permanent Fulltime|Department of Transportation|Riverside County|9/20/2023|4779.0|6011.0
CERTIFIED NURSING ASSISTANT|Limited Term Intermittent|California Correctional Health Care Services|San Luis Obispo County|9/20/2023|17.9|22.41
CERTIFIED NURSING ASSISTANT|Limited Term Fulltime|California Correctional Health Care Services|Monterey County|9/20/2023|3103.0|3885.0
CERTIFIED NURSING ASSISTANT|Permanent Fulltime|California Correctional Health Care Services|Monterey County|9/20/2023|3103.0|3885.0
CERTIFIED NURSING ASSISTANT|Permanent Fulltime|California Correctional Health Care Services|San Bernardino County|9/20/2023|3103.0|3885.0
CERTIFIED NURSING ASSISTANT|Limited Term Fulltime|California Correctional Health Care Services|San Bernardino County|9/20/2023|3103.0|3885.0
CERTIFIED NURSING ASSISTANT|Limited Term Intermittent|California Correctional Health Care Services|Monterey County|9/20/2023|17.9|22.41
CHIEF PSYCHIATRIST, CORRECTIONAL AND REHAB SERVICES (SAFETY)|Permanent Fulltime|California Correctional Health Care Services|Monterey County|9/20/2023|26176.0|31652.0
CLINICAL LABORATORY TECHNOLOGIST, CORRECTIONAL FACILITY|Permanent Fulltime|California Correctional Health Care Services|San Joaquin County|9/20/2023|5037.0|6307.0
COMMUNICATIONS OPERATOR|Permanent Fulltime|Department of State Hospitals|San Luis Obispo County|9/20/2023|4090.0|6373.0
COOK SPECIALIST II|Permanent Intermittent|Department of Transportation|Nevada County|9/20/2023|3695.0|4537.0
CORRECTIONAL CASE RECORDS ANALYST|Permanent Fulltime|Department of Corrections & Rehabilitation|Sacramento County|9/20/2023|3622.0|5889.0
CORRECTIONAL HEALTH SERVICES ADMINISTRATOR I, CORRECTIONAL FACILITY|Permanent Fulltime|California Correctional Health Care Services|Sacramento County|9/20/2023|7064.0|8778.0
CORRECTIONAL SUPERVISING COOK (CORRECTIONAL FACILITY)|Permanent Part-time|California Correctional Health Care Services|San Luis Obispo County|9/20/2023|1598.4|1966.4
CUSTODIAN I|Limited Term Fulltime|Prison Industry Authority|Solano County|9/20/2023|2926.0|3663.0
CUSTODIAN I|Permanent Fulltime|Department of General Services|Los Angeles County|9/20/2023|2926.0|3663.0
CUSTODIAN I|Limited Term Fulltime|Department of General Services|Sacramento County|9/20/2023|2926.0|3663.0
CUSTODIAN I|Permanent Intermittent|California Highway Patrol|San Mateo County|9/20/2023|16.88|21.13
CUSTODIAN I|Limited Term Fulltime|Department of General Services|Sacramento County|9/20/2023|2926.0|3663.0
CUSTODIAN I|Permanent Fulltime|Department of General Services|Los Angeles County|9/20/2023|2926.0|3663.0
CUSTODIAN II|Permanent Fulltime|Prison Industry Authority|Marin County|9/20/2023|2997.0|3752.0
DISASTER ASSISTANCE PROGRAM SPECIALIST I|Permanent Fulltime|California Governor's Office of Emergency Services|Sacramento County|9/20/2023|4359.0|5998.0
EMPLOYMENT PROGRAM REPRESENTATIVE|Permanent Fulltime|Employment Development Department|Alameda County|9/20/2023|3534.0|5500.0
EMPLOYMENT PROGRAM REPRESENTATIVE|Permanent Fulltime|Employment Development Department|Sacramento County|9/20/2023|3534.0|5500.0
ENERGY COMMISSION SPECIALIST II (TECH EVALUATION AND DEVELOPMENT)|Permanent Fulltime|California Energy Commission|Sacramento County|9/20/2023|7152.0|8889.0
ENGINEERING GEOLOGIST|Permanent Fulltime|Department of Transportation|Humboldt County|9/20/2023|6175.0|11626.0
ENVIRONMENTAL PROGRAM MANAGER II|Permanent Fulltime|Department of Water Resources|Sacramento County|9/20/2023|13864.0|15750.0
EXECUTIVE ASSISTANT|Permanent Fulltime|Department of Corrections & Rehabilitation|Sacramento County|9/20/2023|4125.0|5162.0
FISH AND WILDLIFE SEASONAL AID|Non-Tenured Intermittent|Department of Fish and Wildlife|Sacramento County|9/20/2023|16.07|17.54
FISH HABITAT ASSISTANT|Permanent Intermittent|Department of Fish and Wildlife|Sonoma County|9/20/2023|4130.0|5165.0
FISH HABITAT ASSISTANT|Permanent Intermittent|Department of Fish and Wildlife|Mendocino County|9/20/2023|4130.0|5165.0
FORESTRY AIDE|Non-Tenured Fulltime|Department of Forestry & Fire Protection|United States|9/20/2023|3367.0|4163.0
GROUNDSKEEPER|Permanent Fulltime|Department of General Services|Sacramento County|9/20/2023|3412.0|4070.0
HEALTH PROGRAM MANAGER III|Limited Term Fulltime|California Correctional Health Care Services|Riverside County|9/20/2023|8759.0|9945.0
HEALTH PROGRAM SPECIALIST I|Permanent Part-time|California Correctional Health Care Services|Kings County|9/20/2023|3030.5|3793.5
HEALTH PROGRAM SPECIALIST I|Permanent Fulltime|Department of Public Health|Sacramento County|9/20/2023|6061.0|7587.0
HEALTH PROGRAM SPECIALIST I|Permanent Fulltime|Department of Health Care Services|Sacramento County|9/20/2023|6061.0|7587.0
HEALTH PROGRAM SPECIALIST I|Permanent Fulltime|California Correctional Health Care Services|Monterey County|9/20/2023|6061.0|7587.0
HEALTH PROGRAM SPECIALIST II|Permanent Fulltime|Department of Health Care Services|Sacramento County|9/20/2023|6061.0|7587.0
HEALTH RECORD TECHNICIAN I|Permanent Fulltime|California Correctional Health Care Services|Amador County|9/20/2023|4222.0|4755.0
HEAVY FIRE EQUIPMENT OPERATOR|Permanent Fulltime|Department of Forestry & Fire Protection|Shasta County|9/20/2023|5196.0|6416.0
HOSPITAL POLICE LIEUTENANT|Limited Term Fulltime|Department of State Hospitals|Fresno County|9/20/2023|5667.0|7360.0
INFORMATION TECHNOLOGY ASSOCIATE|Permanent Fulltime|Department of Corrections & Rehabilitation|Sacramento County|9/20/2023|4516.0|7998.0
INFORMATION TECHNOLOGY ASSOCIATE|Permanent Fulltime|Department of Transportation|San Diego County|9/20/2023|4516.0|7998.0
INFORMATION TECHNOLOGY ASSOCIATE|Permanent Fulltime|Department of Health Care Services|Sacramento County|9/20/2023|4516.0|7998.0
INFORMATION TECHNOLOGY ASSOCIATE|Permanent Fulltime|Department of Pesticide Regulation|Sacramento County|9/20/2023|4516.0|7998.0
INFORMATION TECHNOLOGY MANAGER I|Permanent Fulltime|California Highway Patrol|Sacramento County|9/20/2023|8591.0|11512.0
INFORMATION TECHNOLOGY MANAGER II|Permanent Fulltime|Employment Development Department|Sacramento County|9/20/2023|10421.0|12668.0
INFORMATION TECHNOLOGY SPECIALIST I|Permanent Fulltime|California Correctional Health Care Services|Sacramento County|9/20/2023|5960.0|9643.0
INFORMATION TECHNOLOGY SPECIALIST I|Permanent Fulltime|Department of Developmental Services - Headquarters|Tulare County|9/20/2023|5960.0|9643.0
SENIOR ENGINEER WATER RESOURCES|Permanent Fulltime|Department of Water Resources|Sacramento County|9/20/2023|10886.0|13625.0
STAFF MANAGEMENT AUDITOR (SPECIALIST) STATE CONTROLLER'S OFFICE|Permanent Fulltime|Department of Education|Sacramento County|9/20/2023|6364.0|8366.0
STAFF MANAGEMENT AUDITOR (SPECIALIST) STATE CONTROLLER'S OFFICE|Permanent Fulltime|Department of Education|Sacramento County|9/20/2023|6364.0|8366.0
STAFF SERVICES MANAGER I|Permanent Fulltime|State Controller's Office|Sacramento County|9/20/2023|6563.0|8153.0
SUPERVISING ENGINEER WATER RESOURCES|Permanent Fulltime|Department of Water Resources|Yolo County|9/20/2023|11957.0|15237.0
ACCOUNTANT I (SPECIALIST)|Permanent Fulltime|Department of State Hospitals|Los Angeles County|9/19/2023|3600.0|4506.0
ACCOUNTANT TRAINEE|Limited Term Fulltime|High Desert State Prison|Lassen County|9/19/2023|4065.0|4847.0
ACCOUNTANT TRAINEE|Permanent Fulltime|CA State Lottery|Sacramento County|9/19/2023|4065.0|4847.0
ACCOUNTING ADMINISTRATOR I (SPECIALIST)|Permanent Fulltime|Department of FISCal|Sacramento County|9/19/2023|6061.0|7587.0
ACCOUNTING ADMINISTRATOR I (SUPERVISOR)|Permanent Fulltime|State Water Resources Control Board|Sacramento County|9/19/2023|6563.0|8153.0
ACCOUNTING ADMINISTRATOR I (SUPERVISOR)|Permanent Fulltime|Department of Social Services|Sacramento County|9/19/2023|6563.0|8153.0
ADMINISTRATIVE ASSISTANT II|Permanent Fulltime|Natural Resources Agency|Sacramento County|9/19/2023|5518.0|6907.0
AGRICULTURAL TECHNICIAN II (SEASONAL)|Non-Tenured Intermittent|Department of Food & Agriculture|Sacramento County|9/19/2023|16.74|19.97
ASSISTANT BUREAU CHIEF, NON-PEACE OFFICER|Permanent Fulltime|Department of Justice|Sacramento County|9/19/2023|11564.0|13137.0
ASSOCIATE ACCOUNTING ANALYST|Permanent Fulltime|State Controller's Office|Sacramento County|9/19/2023|5793.0|7256.0
ASSOCIATE BUSINESS MANAGEMENT ANALYST|Permanent Fulltime|Franchise Tax Board|Sacramento County|9/19/2023|5518.0|6907.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of Child Support Services|Sacramento County|9/19/2023|5518.0|7116.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of Transportation|Alameda County|9/19/2023|5518.0|7116.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Governor's Office of Planning and Research|Sacramento County|9/19/2023|5518.0|6907.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of Transportation|Los Angeles County|9/19/2023|5518.0|7116.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of Corrections & Rehabilitation|Sacramento County|9/19/2023|5518.0|6907.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of Justice|San Diego County|9/19/2023|5518.0|6907.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of Justice|Sacramento County|9/19/2023|5518.0|6907.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of Justice|Los Angeles County|9/19/2023|5518.0|6907.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of Justice|Alameda County|9/19/2023|5518.0|6907.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of Justice|San Francisco County|9/19/2023|5518.0|6907.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of Veterans Affairs|Sacramento County|9/19/2023|5518.0|6907.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of Motor Vehicles|Sacramento County|9/19/2023|5518.0|7116.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of Cannabis Control|Sacramento County|9/19/2023|5518.0|6907.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of General Services|Yolo County|9/19/2023|5518.0|6907.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of Transportation|Sacramento County|9/19/2023|5518.0|6907.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of Consumer Affairs|Sacramento County|9/19/2023|5518.0|7116.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Public Utilities Commission|Los Angeles County|9/19/2023|5518.0|6907.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of Transportation|Sacramento County|9/19/2023|5518.0|6907.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of Social Services|Sacramento County|9/19/2023|5518.0|6907.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Public Utilities Commission|San Francisco County|9/19/2023|5518.0|7116.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of Social Services|Sacramento County|9/19/2023|5518.0|6907.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Public Utilities Commission|Sacramento County|9/19/2023|5518.0|6907.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Commission on the Status of Women and Girls|Sacramento County|9/19/2023|5518.0|6907.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of Corrections & Rehabilitation|Sacramento County|9/19/2023|5518.0|6907.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of Justice|Sacramento County|9/19/2023|5518.0|6907.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of Education|Sacramento County|9/19/2023|5518.0|6907.0
ASSOCIATE HAZARDOUS MATERIALS SPECIALIST|Permanent Fulltime|California State Prison, Sacramento|Sacramento County|9/19/2023|6069.0|8321.0
ASSOCIATE PERSONNEL ANALYST|Permanent Fulltime|State Compensation Insurance Fund|Sacramento County|9/19/2023|5518.0|6907.0
ASSOCIATE PERSONNEL ANALYST|Limited Term Fulltime|State Compensation Insurance Fund|Shasta County|9/19/2023|5518.0|6907.0
ASSOCIATE PERSONNEL ANALYST|Limited Term Fulltime|State Compensation Insurance Fund|Riverside County|9/19/2023|5518.0|6907.0
ASSOCIATE PERSONNEL ANALYST|Limited Term Fulltime|State Compensation Insurance Fund|Sonoma County|9/19/2023|5518.0|6907.0
ASSOCIATE PERSONNEL ANALYST|Limited Term Fulltime|State Compensation Insurance Fund|San Diego County|9/19/2023|5518.0|6907.0
ASSOCIATE PERSONNEL ANALYST|Limited Term Fulltime|State Compensation Insurance Fund|Orange County|9/19/2023|5518.0|6907.0
ASSOCIATE PERSONNEL ANALYST|Limited Term Fulltime|State Compensation Insurance Fund|Solano County|9/19/2023|5518.0|6907.0
ASSOCIATE PERSONNEL ANALYST|Limited Term Fulltime|State Compensation Insurance Fund|Kern County|9/19/2023|5518.0|6907.0
ASSOCIATE PERSONNEL ANALYST|Limited Term Fulltime|State Compensation Insurance Fund|Fresno County|9/19/2023|5518.0|6907.0
ASSOCIATE PERSONNEL ANALYST|Limited Term Fulltime|State Compensation Insurance Fund|Los Angeles County|9/19/2023|5518.0|6907.0
ASSOCIATE PERSONNEL ANALYST|Limited Term Fulltime|State Compensation Insurance Fund|Ventura County|9/19/2023|5518.0|6907.0
ASSOCIATE PERSONNEL ANALYST|Limited Term Fulltime|State Compensation Insurance Fund|Alameda County|9/19/2023|5518.0|6907.0
ASSOCIATE PERSONNEL ANALYST|Permanent Fulltime|State Compensation Insurance Fund|Solano County|9/19/2023|5518.0|6907.0
ASSOCIATE PERSONNEL ANALYST|Permanent Fulltime|Department of Transportation|Sacramento County|9/19/2023|5518.0|6907.0
ASSOCIATE PERSONNEL ANALYST|Permanent Fulltime|State Compensation Insurance Fund|Orange County|9/19/2023|5518.0|6907.0
ASSOCIATE PERSONNEL ANALYST|Limited Term Fulltime|State Compensation Insurance Fund|Sacramento County|9/19/2023|5518.0|6907.0
ASSOCIATE PERSONNEL ANALYST|Permanent Fulltime|State Compensation Insurance Fund|Los Angeles County|9/19/2023|5518.0|6907.0
ASSOCIATE PERSONNEL ANALYST|Permanent Fulltime|State Compensation Insurance Fund|Ventura County|9/19/2023|5518.0|6907.0
ASSOCIATE PERSONNEL ANALYST|Permanent Fulltime|State Compensation Insurance Fund|Alameda County|9/19/2023|5518.0|6907.0
ASSOCIATE PERSONNEL ANALYST|Permanent Fulltime|State Compensation Insurance Fund|Shasta County|9/19/2023|5518.0|6907.0
ASSOCIATE PERSONNEL ANALYST|Permanent Fulltime|State Compensation Insurance Fund|Riverside County|9/19/2023|5518.0|6907.0
ASSOCIATE PERSONNEL ANALYST|Permanent Fulltime|State Compensation Insurance Fund|Sonoma County|9/19/2023|5518.0|6907.0
ASSOCIATE PERSONNEL ANALYST|Permanent Fulltime|State Compensation Insurance Fund|San Diego County|9/19/2023|5518.0|6907.0
ASSOCIATE PERSONNEL ANALYST|Permanent Fulltime|State Compensation Insurance Fund|Kern County|9/19/2023|5518.0|6907.0
ASSOCIATE PERSONNEL ANALYST|Permanent Fulltime|Department of Child Support Services|Sacramento County|9/19/2023|5518.0|6907.0
ASSOCIATE TRANSPORTATION PLANNER|Permanent Fulltime|Department of Transportation|Sacramento County|9/19/2023|6387.0|7999.0
ASSOCIATE TRANSPORTATION PLANNER|Permanent Fulltime|Department of Transportation|Orange County|9/19/2023|6387.0|7999.0
ATTORNEY|Permanent Fulltime|State Compensation Insurance Fund|Fresno County|9/19/2023|7737.0|11173.0
ATTORNEY|Permanent Fulltime|State Compensation Insurance Fund|Kern County|9/19/2023|7737.0|11173.0
ATTORNEY|Permanent Fulltime|State Compensation Insurance Fund|Los Angeles County|9/19/2023|7737.0|11173.0
ATTORNEY|Permanent Fulltime|State Compensation Insurance Fund|Orange County|9/19/2023|7737.0|11173.0
ATTORNEY|Permanent Fulltime|State Compensation Insurance Fund|Monterey County|9/19/2023|7737.0|11173.0
ATTORNEY|Permanent Fulltime|State Compensation Insurance Fund|San Luis Obispo County|9/19/2023|7737.0|11173.0
ATTORNEY|Permanent Fulltime|State Compensation Insurance Fund|Monterey County|9/19/2023|7737.0|11173.0
ATTORNEY, ASSISTANT CHIEF COUNSEL|Permanent Fulltime|Department of Corrections & Rehabilitation|Sacramento County|9/19/2023|14090.0|16483.0
BATTALION CHIEF|Permanent Fulltime|Department of Forestry & Fire Protection|Amador County|9/19/2023|5739.0|7447.0
C. E. A.|Non-Tenured Fulltime|Board of Equalization|Sacramento County|9/19/2023|9471.0|11463.0
C. E. A.|Non-Tenured Fulltime|Board of Equalization|Sacramento County|9/19/2023|9471.0|11463.0
CALTRANS EQUIPMENT OPERATOR II|Permanent Fulltime|Department of Transportation|San Luis Obispo County|9/19/2023|4559.0|5500.0
CALTRANS EQUIPMENT OPERATOR II|Permanent Fulltime|Department of Transportation|Los Angeles County|9/19/2023|4559.0|5500.0
CALTRANS EQUIPMENT OPERATOR II|Permanent Fulltime|Department of Transportation|Santa Barbara County|9/19/2023|4559.0|5500.0
CALTRANS EQUIPMENT OPERATOR II|Permanent Fulltime|Department of Transportation|Fresno County|9/19/2023|4559.0|5500.0
CALTRANS EQUIPMENT OPERATOR II|Permanent Fulltime|Department of Transportation|Inyo County|9/19/2023|4559.0|5500.0
CALTRANS EQUIPMENT OPERATOR II|Permanent Fulltime|Department of Transportation|Alpine County|9/19/2023|4559.0|5500.0
CALTRANS HEAVY EQUIPMENT MECHANIC|Permanent Fulltime|Department of Transportation|Sacramento County|9/19/2023|5236.0|6035.0
CALTRANS HEAVY EQUIPMENT MECHANIC|Permanent Fulltime|Department of Transportation|Sacramento County|9/19/2023|5236.0|6035.0
CALTRANS HIGHWAY MAINTENANCE LEADWORKER|Permanent Fulltime|Department of Transportation|Santa Barbara County|9/19/2023|4779.0|6011.0
CALTRANS HIGHWAY MAINTENANCE LEADWORKER|Permanent Fulltime|Department of Transportation|Alameda County|9/19/2023|4779.0|6011.0
CALTRANS MAINTENANCE SUPERVISOR|Permanent Fulltime|Department of Transportation|Contra Costa County|9/19/2023|4848.0|6312.0
CALTRANS MAINTENANCE SUPERVISOR|Permanent Fulltime|Department of Transportation|San Bernardino County|9/19/2023|4848.0|6312.0
CERTIFIED NURSING ASSISTANT|Limited Term Intermittent|California Correctional Health Care Services|Kings County|9/19/2023|17.9|22.41
CHIEF DEPUTY ADMINISTRATOR, CORRECTIONAL PROGRAM, CEA|Permanent Fulltime|Department of Corrections & Rehabilitation|Madera County|9/19/2023|12022.0|13923.0
CHIEF PHYSICIAN AND SURGEON, CORRECTIONAL FACILITY|Permanent Fulltime|California Correctional Health Care Services|Tuolumne County|9/19/2023|23590.0|26999.0
CHIEF PSYCHIATRIST, CORRECTIONAL AND REHAB SERVICES (SAFETY)|Permanent Fulltime|California Correctional Health Care Services|Sacramento County|9/19/2023|14706.0|32444.0
COMMUNICATIONS SUPERVISOR|Permanent Fulltime|Department of Forestry & Fire Protection|Mendocino County|9/19/2023|5075.0|6987.0
CONSERVATIONIST II|Permanent Fulltime|CA Conservation Corps|Solano County|9/19/2023|5061.0|6287.0
ENGINEER, WATER RESOURCES|Permanent Fulltime|Department of Water Resources|Sacramento County|9/19/2023|5995.0|11230.0
ENGINEER, WATER RESOURCES|Permanent Fulltime|Department of Water Resources|Sacramento County|9/19/2023|6175.0|11567.0
OFFICE TECHNICIAN (TYPING)|Permanent Fulltime|Public Employees Retirement System|Sacramento County|9/19/2023|3369.0|4217.0
PSYCHIATRIC TECHNICIAN (SAFETY)|Limited Term Fulltime|Department of State Hospitals|Napa County|9/19/2023|5673.0|6702.0
TAX TECHNICIAN III, BOARD OF EQUALIZATION|Permanent Fulltime|CA Department of Tax and Fee Administration|Santa Clara County|9/19/2023|3700.0|4636.0
TAX TECHNICIAN III, BOARD OF EQUALIZATION|Permanent Fulltime|CA Department of Tax and Fee Administration|United States|9/19/2023|3700.0|4636.0
ACCOUNTING ANALYST|Permanent Fulltime|State Controller's Office|Sacramento County|9/18/2023|3895.0|6032.0
ACCOUNTING ANALYST|Permanent Fulltime|State Controller's Office|Sacramento County|9/18/2023|3895.0|6032.0
ACCOUNTING OFFICER (SPECIALIST)|Permanent Fulltime|Correctional Training Facility|Monterey County|9/18/2023|4819.0|6032.0
ADMINISTRATOR II, FRANCHISE TAX BOARD|Limited Term Fulltime|Franchise Tax Board|Sacramento County|9/18/2023|7704.0|10130.0
ASSISTANT INDUSTRIAL HYGIENIST|Permanent Fulltime|Department of Public Health|Sacramento County|9/18/2023|5529.0|7553.0
ASSOCIATE ACCOUNTING ANALYST|Permanent Fulltime|Department of FISCal|Sacramento County|9/18/2023|5793.0|7256.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|CA Exposition and State Fair|Sacramento County|9/18/2023|5518.0|6907.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of Food & Agriculture|San Diego County|9/18/2023|5518.0|6907.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of Food & Agriculture|Sacramento County|9/18/2023|5518.0|6907.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|California Highway Patrol|Sacramento County|9/18/2023|5518.0|6907.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Employment Development Department|Sacramento County|9/18/2023|5518.0|6907.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Public Employees Retirement System|Sacramento County|9/18/2023|5518.0|6907.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of Resources Recycling & Recovery|Sacramento County|9/18/2023|5518.0|6907.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of Forestry & Fire Protection|Sacramento County|9/18/2023|5518.0|6907.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Limited Term Fulltime|State Water Resources Control Board|Sacramento County|9/18/2023|5518.0|6907.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|State Teachers' Retirement System|Yolo County|9/18/2023|5518.0|6907.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of FISCal|Sacramento County|9/18/2023|5518.0|6907.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Department of Toxic Substances Control|Los Angeles County|9/18/2023|5518.0|6907.0
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST|Permanent Fulltime|Office of Energy Infrastructure Safety|Sacramento County|9/18/2023|5518.0|7116.0
ASSOCIATE OIL AND GAS ENGINEER|Permanent Fulltime|Department of Conservation|Los Angeles County|9/18/2023|10876.0|13610.0
ASSOCIATE PERSONNEL ANALYST|Permanent Fulltime|Department of State Hospitals|Sacramento County|9/18/2023|5518.0|6907.0
ATTORNEY|Permanent Fulltime|Department of Insurance|United States|9/18/2023|7506.0|11173.0
ATTORNEY|Permanent Fulltime|Department of Financial Protection and Innovation|United States|9/18/2023|7506.0|11173.0
ATTORNEY IV|Permanent Fulltime|Department of Insurance|United States|9/18/2023|11644.0|14954.0
ATTORNEY V|Permanent Fulltime|Department of Insurance|United States|9/18/2023|12290.0|15685.0
AUDITOR I|Permanent Fulltime|Department of Health Care Services|Contra Costa County|9/18/2023|3895.0|5125.0
AUTOMOTIVE TECHNICIAN II|Permanent Fulltime|California Highway Patrol|Los Angeles County|9/18/2023|4057.0|5135.0
AUTOMOTIVE TECHNICIAN II|Permanent Fulltime|California Highway Patrol|Sacramento County|9/18/2023|4057.0|5135.0
C. E. A.|Non-Tenured Fulltime|Public Employees Retirement System|Sacramento County|9/18/2023|9471.0|11463.0
CALTRANS EQUIPMENT OPERATOR II|Permanent Fulltime|Department of Transportation|Kern County|9/18/2023|4559.0|5500.0
CALTRANS EQUIPMENT OPERATOR II|Permanent Fulltime|Department of Transportation|Mono County|9/18/2023|4559.0|5500.0
CERTIFIED NURSING ASSISTANT|Limited Term Fulltime|California Correctional Health Care Services|Madera County|9/18/2023|3103.0|3885.0
CERTIFIED NURSING ASSISTANT|Permanent Part-time|California Correctional Health Care Services|Monterey County|9/18/2023|2482.4|3108.0
